-12556,18944,32316,-22790,-1200,-28743
-28780,32767,30992,-32768,956,-32768
-31520,32767,11796,-32768,-11004,-32768
-13396,15704,6516,-32366,-24288,-32768
8636,8224,1620,-17738,-25690,-32768
32767,-6340,-4928,1405,-3717,-2795
17400,-16396,7632,2057,5608,27201
25620,-9140,-20036,32767,13555,32767
8,32767,4840,32767,-13775,32767
-29572,-14532,32767,-17402,15355,3882
-3924,-14188,32767,-1812,13735,-7161
-9052,-11520,32767,17850,-5055,-6120
948,-12564,21440,9376,16256,-8140
-4704,-508,19716,32767,22890,8983
-5536,24216,27576,32767,18283,20213
-7732,24572,24284,30886,10152,29010
-4380,9444,21268,8562,11228,10785
-2084,3916,21740,4611,-17181,9226
-2852,1992,20812,3121,2700,1349
-4280,2808,20980,-5124,6319,-7950
