28704,-2260,-8216,28275,-12151,32767
6884,32767,10112,32767,-32768,32767
1220,-2660,32767,17463,-32768,17121
316,-12820,32767,3650,-4486,-2199
-824,-10240,32767,301,8545,-2041
-3516,-13576,32767,2880,11892,-7383
-232,-13884,21520,6480,3968,-889
-2148,-10820,25716,17679,3466,12725
-7876,2244,32767,32767,12658,17004
-11468,10628,29484,21041,17302,12790
-11856,9472,29144,15538,12686,7369
-6832,5120,25680,8202,10920,8002
-5428,1368,17484,1564,27434,-2012
-3752,688,17560,-42,18569,-1992
-2676,-160,16772,-1189,891,1961
-2636,48,16024,-673,-828,1009
-2644,424,17236,509,-809,-922
-1788,172,17124,1224,-1653,-1450
-1320,244,17268,1233,-2905,-971
-1052,136,16876,491,-2572,-882
