3188,24188,19916,-29363,23748,-32768
-32768,32767,23036,-28092,12628,-32768
-30196,32767,-16808,-26928,-32768,-32768
6792,31744,-14656,-32768,-32768,-32768
32767,-88,5556,8305,7195,-17813
32767,-11896,-12432,10034,20864,32767
8460,15612,5988,32767,-23799,32767
8720,23912,32767,13615,-29139,32767
6352,-4288,32767,-25888,4655,-24170
-632,-11260,32767,3137,-27386,5329
1948,-15364,32767,-641,8169,-4580
-2052,-15088,32767,2287,2405,-624
-1112,-15136,32767,422,-596,154
-2788,-15624,32767,-1165,3057,-441
-3108,-16360,32767,2499,-464,-2296
-2804,-14924,29452,2579,1817,-4868
-3480,-15644,30448,-1716,4476,-7501
-2236,-10488,29504,13218,231,449
-3512,-5388,32767,21975,3935,5944
-5204,2112,28616,21959,4785,5119
