-5520,-13896,32767,3335,8801,-3410
2536,-10548,32767,-1032,14351,-5217
-44,-12116,32767,-2086,-3772,845
224,-12160,32767,4975,4385,4149
1136,-11900,25144,15947,8254,9498
-1392,-10424,20600,11034,16343,-13709
-1244,2992,21952,32767,13636,3890
-2392,18352,21476,30734,16174,20807
-7088,16388,12416,12473,32767,15409
-8640,5944,14548,9216,32767,3547
-6132,2156,19276,-946,-2069,8776
-1984,-1060,13172,-1483,-6296,1701
-2716,24,15244,4588,14568,-15702
-1524,1804,16124,1739,11828,-19915
1384,4424,19800,-9199,1708,-7755
-1752,-1424,16424,-441,-16068,1051
692,-2060,12996,-2108,-15348,6001
-716,988,13772,-43,-1321,3357
-1544,-2932,14172,3489,-4370,-1314
356,756,17120,6058,-5610,-659
