-23936,7776,32767,-30805,31661,-32768
-32472,8000,32767,-32768,12572,-32768
-6128,10092,19588,-32768,7635,-32768
28848,-11588,-13688,-32768,29277,-31272
26876,-1224,-8668,-14733,11663,14479
4104,10968,-3832,11215,701,32767
1372,18392,11104,32767,-20317,32767
-12784,17288,32767,32767,-32768,32767
-4356,-7328,32767,2500,-9356,-2177
-6836,-13176,32767,-1969,-700,-404
-3900,-15368,32664,-3426,765,-1199
-5416,-15280,32767,-209,-1646,142
-3736,-15412,31336,555,-960,664
-3996,-16692,31324,2358,-308,433
-4060,-16660,29728,-953,-798,1482
-4372,-15500,32767,-504,-323,23
-3740,-16112,32767,-2744,3191,-1894
-5340,-15580,32208,-188,1292,846
-5544,-16160,32767,1296,-931,601
-5684,-15496,32592,-231,-564,-158
