-32768,16432,30296,-32768,12297,-32768
5636,5360,-6760,-32768,24446,-32768
6028,-12368,-12076,-9838,32767,-178
-1504,-368,5844,32767,-206,30062
-3428,32767,21712,32767,4326,32767
8384,2220,32244,29460,11909,19195
4928,-852,32767,-6426,-1096,-5963
-1212,-5144,32767,-13496,713,-7271
796,-6332,17760,-4877,2020,-13729
696,-13696,23024,3658,7241,-7899
-1660,-14832,23280,17612,12324,14555
-17168,-1456,24208,8696,14832,30003
-22316,6052,28308,14243,11668,32767
-16608,5928,26248,10660,10260,21662
-8992,3768,23032,4947,5752,13087
-5864,1248,19268,4463,5178,4618
-2200,148,18608,631,2410,-1302
-1936,344,18984,-215,11,-486
-632,412,18112,-216,248,-1743
-564,220,18072,-863,-288,-1250
