-10392,8032,32767,-14652,-19249,-1810
-3972,16392,32767,-32768,8403,-29503
-15396,22968,32767,-32768,9976,-32768
-11596,18012,31020,-32768,412,-32768
-756,7452,10372,-32768,-5527,-32768
584,1836,-3288,-30146,-2733,-32768
26624,-9364,-9588,-11552,349,-21118
17020,-11868,-8412,-10092,-1926,3979
13124,-5492,-8404,4370,-1309,29182
13720,8160,-9736,32767,1672,32767
12192,32767,752,32767,1071,32767
-6552,32767,32767,32767,-366,32767
-1484,18424,32767,-2443,-1839,-2138
568,456,32767,-10397,2121,-5834
3404,-8692,28112,-6309,2873,-5080
-328,-11476,27700,-8262,1098,-4758
-2036,-6384,24716,-18902,4591,-22219
1444,-8908,22572,-10471,15561,-10937
-3232,-10780,23240,13216,11781,18984
-12860,-576,21816,15298,15050,32767
