4168,-5160,4832,-32768,7114,-32768
16340,-5244,-5396,-32768,-1078,-32768
24076,-4060,-2460,-11444,-4406,23180
15396,-5084,-3628,-9191,-3196,32767
5852,-3740,-3332,32767,-5658,32767
7076,24104,16820,32767,-30671,32767
26608,-6048,32767,-4984,-13877,29999
-4704,-12860,28004,-12079,-11576,8276
-9204,-14836,32767,7847,-8454,4634
-2960,-18488,31816,729,5757,-6345
-3672,-17432,32767,7776,282,-2216
-3744,-14524,29972,2310,21,468
-4320,-14020,28016,2999,4191,-2524
-3300,-12400,22692,8792,13674,-4981
-9128,-13176,23804,17482,22358,2955
-17948,-8,32767,32767,25269,16892
-13824,5808,32767,31142,20288,23330
-3952,12488,22692,17028,6556,26305
-3304,7876,21912,15418,-986,18598
-268,928,16352,1312,8684,-1016
