-32768,-12624,18516,8935,32767,-10006
-14148,-14784,9088,10329,-3115,3294
-17220,-15660,13636,-3603,3891,-732
-16528,-17004,7480,-2363,-2264,142
-13480,-18468,-2976,5018,-3522,751
-12240,-14620,2368,13902,-1663,3716
-13984,-10976,6436,18807,-598,3446
-14472,-9816,10632,19071,-4111,4272
-16368,-11368,22860,15438,-6351,2416
-17736,-12084,22484,7731,-1189,800
-17996,-13756,18508,3698,164,-156
-13816,-13744,25132,2009,-603,418
-7992,-12140,21928,1007,-11003,7373
-9920,-6144,20836,-9527,-25190,8131
-3004,4,20564,9865,18858,13054
-18928,9300,15088,4279,21778,32767
-20380,11416,9880,6733,21608,32767
-20956,4412,7548,101,21244,18048
-11084,-1372,12880,2948,10859,-258
-6156,1736,16552,1180,4881,-3733
