11744,7000,4612,32767,3313,32767
12720,32767,2348,32767,-5976,32767
-25936,24120,32767,32767,-6881,32767
-2924,12808,32767,2234,-4522,7123
1912,-4140,29100,-10571,-1662,-5796
1324,-10772,27828,-5563,325,-1579
344,-7888,30876,-1464,1160,-1793
-1596,-7908,28628,-12910,-279,-11523
1452,-7040,27892,-21232,3319,-20648
-368,-16676,23076,-1250,8213,-3716
-9392,-13300,25932,17559,12919,24215
-16328,-4608,29104,22917,16131,32767
-14892,5260,26204,15500,13060,28169
-9940,5496,20140,2790,4706,23299
-7488,2516,19752,-219,4098,8506
-1668,1020,18308,-1824,-4818,-5184
3260,-688,17128,-2253,-1681,-6107
1144,-544,18128,-392,1547,98
1644,-8,18008,914,-2173,-457
592,-288,18540,862,-1368,332
