-32768,3704,4740,-5408,30042,-32768
-32768,-4012,5396,19498,-32768,-32768
-20308,2768,18088,11583,-21009,-32768
1624,-13340,18636,-12189,-14849,-32768
13032,-25016,5700,-3304,-9901,-5928
6936,-20960,13336,9516,639,9264
-232,-18852,16992,17407,7518,20575
-1212,-17784,22832,32767,-747,17955
-13048,-13148,32767,32767,-32768,27281
348,-10080,32767,7188,10772,-2068
-6196,-11680,32767,10746,-5457,1819
-4104,-12692,32767,-72,853,-1280
-2656,-13240,32767,1172,364,439
-3632,-13796,32767,1061,632,1469
-4224,-14072,32767,-4563,-1417,-1923
-4292,-15156,32767,6595,-3475,4977
-508,-16048,27608,2889,1587,1979
-2052,-7332,17312,2270,18756,3548
-4544,-4524,21572,31142,-8572,10352
-3600,15356,21160,30950,12700,10864
