19304,-1716,-5028,-23962,4242,-32768
32767,-7368,-17820,-6506,3617,9525
17556,-6540,-8888,-6774,-418,29211
9076,612,-5684,26580,1199,32767
12256,32767,5500,32767,-10501,32767
-7528,32767,32767,32767,-663,32767
656,17608,32767,10038,-8739,5515
3164,4380,32767,-2405,-1681,-3883
-2592,-2596,29616,-7569,5844,-14563
1808,-5448,16240,-22495,-4381,-18271
1732,-8964,16300,-9301,20938,-19263
-5660,-14128,21808,-4859,21239,14937
-19076,-6084,29916,2559,6638,32767
-23876,3744,28232,8678,9653,32767
-15300,6208,17488,1081,17161,26687
-8776,740,18072,2306,-11687,2651
348,1584,16060,342,-11060,-7595
2088,8,18424,-284,3588,-4353
620,-44,18360,-335,232,-392
480,44,18636,-325,-3377,-315
