-928,29148,21372,-26101,-830,-11437
7676,17092,1692,-32768,-2744,-15566
6608,-14176,5872,-26676,5665,-16432
2896,-18904,14632,-8728,19181,-14992
-6156,-16496,27268,-4910,17085,3402
-17880,-16728,23880,-14672,15804,5763
-25228,-12212,5724,-11138,5689,9546
-20028,-400,-9812,17909,-5102,-840
-10844,12448,7772,32767,-2970,-8239
-19068,5564,32767,32767,-6893,4086
-11324,-3716,32767,24214,-7387,-52
-5100,-9272,29784,9567,193,1404
-4356,-5688,17384,-10705,-800,12225
-10624,2120,3308,-18249,9848,32767
-22924,9536,5980,-21766,28232,26736
-13824,8508,6272,-17283,7673,28179
-12060,3712,11080,-2907,18833,14491
-5248,672,14580,5324,2338,-2343
-2536,-268,16112,880,115,-1808
-1504,-232,16304,-238,675,-175
