1640,1304,32767,17440,-9428,-13056
-3660,-5312,32767,-2385,-829,-1458
-13352,-12972,32767,-688,-4571,3219
-17024,-13100,32767,-496,-2686,1231
-10084,-13732,28848,184,1535,-547
-3876,-10556,29364,239,4218,3091
400,-8352,19404,-7203,14154,9023
-12836,-776,17996,239,21920,18806
-13216,4264,3824,-8396,29007,25820
-10252,6644,-14496,-15043,32767,32134
-18728,9504,444,-5816,12330,26032
-19124,2572,8416,-1386,14316,5432
-7300,484,17888,12588,8792,-11147
-444,2088,15812,-482,-560,-3690
3496,2032,16616,-1577,-3858,-2081
104,1068,16684,-10,341,1534
-1428,328,15516,145,1243,1158
-1200,348,15916,-194,-1586,1846
-1044,-916,14400,1325,823,-1514
-412,-120,15540,355,-2340,-160
