-4528,21992,21152,-10960,-14127,7703
8404,30344,13120,-32768,-4799,-12124
5484,-820,-2044,-32768,19236,-25959
4428,-14708,8956,-1111,-5471,-4006
1208,-16328,30436,-4502,14252,-7310
-18460,-15988,24352,-12973,32767,6044
-28612,-8348,-780,-27279,32767,8987
-14056,4236,-9136,32767,-21299,8870
-6724,29452,23528,32767,6887,6597
-11416,936,31444,25236,-827,-640
-8056,-7556,30328,1548,-2792,-2747
-6432,-9664,22044,-521,10315,1597
-7636,-6028,22812,-17948,403,9429
-11764,-5004,-976,-27529,8499,27457
-13128,8916,-7208,-18260,10433,29720
-17084,6480,3688,-8834,6153,29424
-7456,1532,11204,4173,7836,2091
-4380,-36,14892,4507,3649,-2255
-704,-408,15828,-2397,2503,-2078
-620,-304,17844,275,-2553,655
