-20424,12708,23836,-12966,32767,-32768
-27976,9372,23920,-22108,16211,-32768
-16860,9444,19764,-24753,-4625,-32768
-4168,-500,14348,-32768,-11018,-32768
6260,-9036,4656,-32768,-807,-32768
12404,-18476,-8424,-12524,8545,-14703
17076,-20604,-13256,-3977,15269,5323
14788,5604,-16360,32767,1616,32767
5252,32767,12444,32767,-11228,32767
13428,-3664,32767,18608,-32768,9341
-3372,-18708,32767,2699,-30093,6090
-7372,-17464,32767,-2318,13685,-3143
52,-19720,32767,-2510,418,-3024
-2176,-19400,32767,-1051,-4385,386
-1376,-18308,32767,2533,-99,-827
-3264,-15472,21632,4240,16089,-8188
-208,-13300,21940,12479,6896,-3664
-1740,-8536,28912,16985,9328,5810
-12520,6452,30772,25466,13192,20217
-13088,9080,32336,23885,5253,23975
