-22696,1924,10988,18235,3812,-32768
1864,-6180,11176,-18963,-16745,-32768
23824,-13044,-2028,-23817,-32768,-12917
-3856,-17764,12860,32767,5396,22827
692,848,9436,32767,32767,32767
-12452,4048,32767,32767,-31729,32767
-4764,-4936,30648,25621,19946,-1723
-2964,-3696,25372,14019,-14341,8171
-2116,-1200,15284,12961,21412,-3458
-6164,15136,19856,32767,32767,8206
-7052,16764,14160,16148,32767,14288
-11736,6272,9768,6458,32767,-7365
-2344,6164,25368,-9757,1850,-14636
176,-3500,9436,-5686,-4120,5047
-2340,-1120,14212,2888,8070,-694
-1316,-188,13316,5218,-1593,-4189
7256,6396,19060,-9119,858,3504
-3308,-4160,12400,-4504,-4588,-2125
496,16,14764,4024,1175,-2740
3424,2744,22276,4263,-8665,38
