-17532,32767,-4168,-9667,-32768,-32768
32767,1160,-16200,-29295,-8294,-32768
21676,-12476,5416,-2650,5704,24694
24156,-15056,-4968,16613,-14793,32767
4712,5556,2368,32767,-8611,32767
-1168,29588,27316,32767,-32768,32767
4764,-7996,21548,-17257,8330,-25691
-1656,-15876,25668,8954,7832,-1371
-1804,-3432,23776,4957,4303,-11114
-2764,5104,30260,30479,12158,6476
-8784,22500,29796,32767,27885,14709
-15728,18556,23640,14346,21391,23328
-13548,8088,21516,8413,20028,14244
-11520,2712,21720,1551,-9749,14912
-7016,1040,18476,-1804,-4618,2442
-2224,680,14300,-7080,-2893,-6463
1444,-516,13864,-6771,-4959,-6794
3532,-156,14440,257,-562,-3950
828,4,16064,561,-2798,-502
480,-48,16312,858,-1314,1489
