7636,31824,-5404,-32768,-32768,-32768
32767,12952,4016,18344,-2604,-8728
18536,-19160,1164,3111,19651,29572
21084,-7432,-6732,32767,-6568,32767
-10248,32767,32767,32767,-32768,32767
-17968,-17500,32767,-15974,-32445,-27047
-1392,-12200,32767,20088,5812,-10058
6208,-11480,23184,2790,13210,-15483
232,-8136,24180,22401,9551,3900
-10724,14604,32767,32767,19520,18515
-3568,27296,31624,32767,132,18446
-2524,17768,23212,25318,12777,17794
-4152,7144,24132,13139,8812,6389
-4296,3288,22876,3318,5214,3553
-4888,1764,20852,-1037,5206,-2676
920,1360,16724,-8116,2700,-11779
4440,260,14492,-8063,-5521,-7641
4756,-132,16716,-3243,-958,-5992
3412,-752,15948,2270,-662,319
1384,1092,17316,3934,153,2734
