18712,-8348,-28112,-7269,-32768,32767
-2328,7420,32652,836,1042,-5590
2292,3252,23204,7256,11821,-5560
9920,17724,32767,-20198,8483,2926
11612,24708,15760,-32768,11747,11999
1468,17148,19712,-32768,12789,8534
828,-13540,352,-17003,23466,-2720
11632,-22212,11584,5069,24651,-4076
-32768,-4356,10580,32767,32767,-32768
-20844,-16324,24284,23111,-27115,-4926
-18128,-17968,10072,-7335,-1317,-1919
-10524,-19368,-14128,15157,-9043,8102
-19068,-4980,11108,32767,-1554,5303
-24516,-180,31624,29819,2679,3736
-19712,-7116,32628,12997,-858,3096
-6076,-10108,24268,3505,-2445,2977
152,-7220,17408,1484,8345,12839
-5160,5000,11404,4033,20886,23865
-12356,26160,-7360,-12743,32767,30852
-22184,8688,-7368,-14047,26088,20089
