-18976,-76,14704,5276,14479,-27078
-32768,4908,16824,-343,8335,-32768
-26152,-4656,19584,12691,-32768,-32768
-4112,-11432,16736,-14550,-7982,-32768
12720,-22152,7796,-13190,-28250,-25769
6076,-22988,11688,6382,8420,12414
3724,-22752,10808,23671,163,16150
-964,-11116,23500,32767,-3812,27236
-15952,-14184,32767,32767,-32768,28547
-1852,-15540,32767,14307,-6116,6901
-4028,-9740,32767,2241,2671,-4375
-4364,-11692,32767,-326,2874,-1307
-2388,-12384,32767,-1584,2121,-1290
-1788,-13648,32767,992,-4660,729
-3344,-13292,32767,1344,-357,787
-1232,-13356,32767,1289,-1689,426
-500,-13508,32767,2301,231,1069
-1800,-12808,32767,1264,-2274,2095
-1636,-12292,32767,765,532,833
-2200,-11996,32767,1356,259,235
