-8504,30560,32767,-32768,-13880,32767
-9668,-31828,32767,15695,-4348,21897
-9240,-23388,32767,5234,-510,2957
-8608,-22500,28772,-1407,-278,770
-5036,-23604,25792,1589,786,1801
-7220,-21712,25584,9767,1620,2116
-12432,-6304,26648,13219,-8734,-18280
1724,-16892,21456,3494,-1751,-19285
5716,-23304,19276,14054,12998,4940
-13524,-3580,24968,13431,20152,32767
-16808,12576,20544,5520,15057,32767
-14888,11976,19036,11478,10512,32767
-19900,6748,12704,-9353,32767,7958
-7716,1924,23040,693,-10947,-5380
548,-796,15796,1683,-2481,-954
680,-336,15672,616,-5509,1349
1032,-352,16816,623,-3722,-696
1368,-208,16024,-870,2012,133
-132,268,17556,292,-837,-418
-112,-192,17064,510,-186,283
