21608,-25156,-4252,2192,23275,22834
21872,13748,-11548,32767,16552,32767
-32768,32767,32767,32767,-32768,32767
10972,-18212,32767,11779,32767,-32768
4072,-17696,32767,6879,-25178,9447
-2644,-15840,32767,346,11581,-3268
-1144,-15940,32767,3475,2722,-1356
904,-16612,32767,587,-724,101
-900,-16400,32767,-1097,-859,913
-924,-15976,32767,1066,1326,-378
-332,-16440,32767,1841,1201,-625
-676,-15736,32767,1035,-569,-499
-1000,-14348,32767,890,-377,5
-1700,-14420,32767,-523,5487,-3622
-2236,-13444,31640,-2080,-184,-3901
-2780,-14060,29912,5503,9503,-5194
-2296,-8508,30148,15073,1411,-242
-5616,-6020,32132,17510,9292,2479
-7540,452,32767,25339,9485,6011
-6716,5904,32767,24559,7001,9605
