-29504,5180,9536,10942,22249,-32768
-30448,6152,2868,-1323,-8755,-32768
-25292,9540,10720,30675,-7423,-32768
2452,-2628,16736,-8390,-28731,-32768
20252,-19096,-5568,-18088,-7369,-13999
10464,-15952,11628,29791,-2095,17846
-2244,-9520,19720,32767,12774,20611
-3608,-3052,32767,32767,6707,32748
-17548,-16080,20688,32767,6795,32767
-5852,-14132,32767,22789,-32768,16711
-3544,-8516,32767,-1002,-1167,-2603
-272,-12344,21720,174,6984,2131
-2628,-7024,14176,16550,24179,-2790
-1760,9360,16148,32567,4474,26156
-8188,11232,7148,16287,23550,19097
-9628,9240,9160,3308,32767,10839
-16600,-680,24996,7391,32767,-22564
-2156,-548,11388,-20706,-896,-7309
480,-1812,10916,4085,1129,-5938
-912,604,15776,6076,978,-5890
