-27620,6136,22588,-11300,17234,-32768
-32768,16348,25380,-2177,6334,-32768
-26024,10972,18436,-14434,-5480,-32768
-20652,3624,17196,-15184,-11280,-32768
-9336,17012,21536,-31595,-13569,-32768
32767,16112,-11300,-32768,-2233,-23304
612,-7652,16932,11243,4038,15203
29812,-1872,-13300,-5249,-1451,12907
11944,-4836,3964,20295,2928,32767
12100,-5556,8452,30812,-4868,32767
-4292,5512,30640,32767,-5463,32767
-28188,-31716,11456,31192,16908,22264
-19784,-19844,32767,7217,-3348,3977
-8652,-18780,25412,10209,-27,6044
460,-13732,16516,12131,790,4104
-4932,-4096,22164,18934,380,22794
-5544,7648,28068,15181,5964,20848
-14988,12600,31124,21653,2107,31347
-12012,9608,20588,8105,5426,19787
-8172,4520,16716,3585,10231,10978
