512,6608,15808,-32768,15783,4949
-772,-11768,17556,-17794,-2193,1789
15556,-24008,-17608,2672,32767,7516
-26772,-3268,32767,25888,-12006,-19859
-20232,-18784,13316,5252,16013,-7603
-17736,-17452,2960,-1839,1099,568
-14256,-16368,-5892,7869,-59,1260
-14392,-3228,11044,29848,-9313,1073
-19136,-3952,32767,27873,-5329,8525
-19924,-9316,32767,12025,-3213,4944
-19996,-14280,18664,-987,-3617,2020
-20748,-15356,19368,49,2225,-1904
-16652,-14336,21216,1062,647,-1601
-17964,-15048,17556,-1338,713,188
-17864,-15584,19708,86,-2179,713
-17648,-14632,20624,-142,762,92
-17848,-15452,19112,30,1767,194
-18700,-14900,18820,121,1533,942
-15688,-14496,19184,-301,-958,1148
-13844,-14872,19272,949,1732,1007
