5216,7528,19284,5035,9903,11084
-6068,-16720,18292,-4027,-15942,-7089
-11776,-9944,2048,17227,15297,-9558
-6948,-7592,-1148,32767,-1534,-26766
-4892,-5180,4156,32767,-1608,-2911
-21868,21484,32767,-32768,24116,5066
-2188,-1484,-1412,32767,-32768,9799
-6640,1232,14212,-32768,-20815,10486
-8928,-296,-532,-24936,-21359,32767
-7996,13804,6048,2279,17059,32497
-14940,1912,8152,-8189,17142,30367
-5236,2704,20456,6069,5365,-6346
240,-568,13944,-294,7812,-13025
-1312,-788,16852,2884,-1334,-2991
1292,-68,14956,2024,-1653,-4424
176,1096,16664,400,-3747,-833
476,324,16408,1768,967,-372
-308,-24,16104,-644,-1847,694
72,332,16036,-305,-1899,1256
-1048,-364,15232,-853,1571,454
