2680,4036,18652,-1730,4175,-17612
-2408,-26768,19404,-7469,5182,-6774
-4444,-19204,5588,8070,22348,610
-14428,8336,-30612,31467,31717,-3245
5776,6892,-9348,32767,9769,17864
980,-1352,6632,24768,638,19864
1016,-8080,4480,25644,979,16326
-14256,-24184,21844,-11895,1336,-9680
-3448,-18092,7328,3661,-3201,-2219
-6932,-10412,14576,-16667,-7267,3598
-13068,-5744,11392,-32768,-29420,16080
-14456,5548,14136,-32768,-24302,20402
-10372,15444,18248,-731,-1498,26574
-7520,5320,11036,5232,6415,17170
-5320,912,16168,8023,2341,-1301
-2576,436,17092,-1204,6046,-2822
-2920,2048,21688,367,-75,358
-2076,380,15896,-2296,-5482,773
-1140,856,15596,-2143,-36,-3703
-1488,-96,16296,-924,901,-1823
