292,23456,32767,-17081,-15638,1264
8796,32767,32376,-32768,7060,6145
-2092,21416,4920,-32768,13895,5841
8128,-19812,-11324,-16592,11674,-1564
4144,-22640,12732,3597,32310,-7226
-32768,-12544,15648,20355,32767,-20032
-19960,-23912,3004,24902,-27222,-7400
-19088,-20852,1664,10965,-10380,-477
-14020,-14224,-1788,30510,-7183,3536
-18268,-748,9712,32767,7983,-3252
-21336,1272,28952,29899,-1418,-1006
-15980,-6364,32767,9890,3221,900
-14828,-12084,25840,-451,2267,4043
-3572,-11272,13772,-585,5690,8219
-2472,-2648,15012,112,6095,21946
-12360,13080,504,-10847,30323,23889
-21152,17684,-8860,-22355,27641,29343
-21168,-4660,-2736,-8021,22794,9106
-13068,-4532,7488,-1699,25144,-8957
-8248,-2324,11284,-1256,13246,-5715
