-8152,6284,29400,-5029,-12423,1102
-4588,-17336,-23752,-32768,-32768,29108
-9036,9964,32092,10994,32767,-6379
6816,-2000,14068,-4730,-11804,2831
4504,3408,32767,-10829,-9354,2140
11456,17040,32767,-26747,-1756,5126
8400,20076,29648,-32768,8650,7617
1548,6744,13768,-32768,18294,4847
-1236,-13496,12924,-19215,-7553,12
-20908,-2344,-25180,32767,32767,9709
-16028,-7080,4348,-26221,-32768,5748
-22628,-14428,13336,15351,29282,-10440
-17260,-18004,-64,-6466,-8293,-125
-19792,-14780,1544,18662,-9554,-2264
-18376,-9572,2128,32057,-4653,-2347
-14848,11352,32220,32767,3472,-9183
-11168,-4364,32767,7854,-3921,1661
-9396,-11876,32767,-3895,-3138,3907
3944,-11904,22504,602,2682,7506
-3572,-2980,14556,2793,14969,20008
